"Code","Symbol","Industry","Board"
"3070.T","AMAGASA Co., Ltd.","Unknown","Tokyo"
"2195.T","AMITA HOLDINGS CO.,LTD.","Unknown","Tokyo"
"2753.T","AMIYAKI TEI CO., LTD.","Unknown","Tokyo"
"7468.T","AMSC CO., LTD.","Unknown","Tokyo"
"4301.T","AMUSE INC","Unknown","Tokyo"
"9202.T","ANA Holdings Inc","Unknown","Tokyo"
"8928.T","ANABUKI KOSAN INC.","Unknown","Tokyo"
"3189.T","ANAP Inc","Unknown","Tokyo"
"1816.T","ANDO Corporation","Unknown","Tokyo"
"4640.T","ANDOR Co., Ltd.","Unknown","Tokyo"
"6381.T","ANEST IWATA Corporation","Unknown","Tokyo"
"7562.T","ANRAKUTEI Co., Ltd.","Unknown","Tokyo"
"6754.T","ANRITSU CORPORATION","Unknown","Tokyo"
"6832.T","AOI ELECTRONICS CO.,LTD.","Unknown","Tokyo"
"1875.T","AOKI MARINE CO., LTD.","Unknown","Tokyo"
"8219.T","AOYAMA TRADING Co., Ltd.","Unknown","Tokyo"
"3175.T","AP Company Co Ltd","Unknown","Tokyo"
"6300.T","APIC YAMADA CORPORATION","Unknown","Tokyo"
"2788.T","APPLE INTERNATIONAL CO., LTD.","Unknown","Tokyo"
"4356.T","APPLIED TECHNOLOGY CO., LTD","Unknown","Tokyo"
"2733.T","ARATA CORPORATION","Unknown","Tokyo"
"2341.T","ARBEIT-TIMES CO., LTD.","Unknown","Tokyo"
"3085.T","ARCLAND SERVICE CO.,LTD.","Unknown","Tokyo"
"7595.T","ARGO GRAPHICS Inc.","Unknown","Tokyo"
"7873.T","ARRK Corp","Unknown","Tokyo"
"7523.T","ART VIVANT CO., LTD.","Unknown","Tokyo"
"6778.T","ARTIZA NETWORKS, INC.","Unknown","Tokyo"
"7823.T","ARTNATURE INC.","Unknown","Tokyo"
"9405.T","ASAHI BROADCASTING CORPORATION","Unknown","Tokyo"
"3333.T","ASAHI CO., LTD.","Unknown","Tokyo"
"5341.T","ASAHI EITO Co Ltd","Unknown","Tokyo"
"5456.T","ASAHI INDUSTRIES CO., LTD.","Unknown","Tokyo"
"7747.T","ASAHI INTECC CO., LTD.","Unknown","Tokyo"
"3951.T","ASAHI PRINTING CO., LTD.","Unknown","Tokyo"
"5162.T","ASAHI RUBBER INC.","Unknown","Tokyo"
"2911.T","ASAHIMATSU FOODS CO., LTD.","Unknown","Tokyo"
"1852.T","ASANUMA CORPORATION","Unknown","Tokyo"
"8772.T","ASAX CO., LTD.","Unknown","Tokyo"
"2351.T","ASJ INC.","Unknown","Tokyo"
"4514.T","ASKA Pharmaceutical Co., Ltd.","Unknown","Tokyo"
"2678.T","ASKUL CORP.","Unknown","Tokyo"
"1730.T","ASO FOAM CRETE Co., Ltd.","Unknown","Tokyo"
"6899.T","ASTI CORPORATION","Unknown","Tokyo"
"7162.T","ASTMAX Co Ltd","Unknown","Tokyo"
"3426.T","ATOM LIVIN TECH Co., Ltd.","Unknown","Tokyo"
"4625.T","ATOMIX CO., LTD.","Unknown","Tokyo"
"2459.T","AUN CONSULTING, Inc.","Unknown","Tokyo"
"2666.T","AUTOWAVE CO., LTD.","Unknown","Tokyo"
"7836.T","AVIX, Inc.","Unknown","Tokyo"
"6730.T","AXELL CORPORATION","Unknown","Tokyo"
"1381.T","AXYZ Co., Ltd.","Unknown","Tokyo"
"2352.T","AZIA CO., LTD.","Unknown","Tokyo"
"6087.T","Abist Co Ltd","Unknown","Tokyo"
"4813.T","Access Co Ltd","Unknown","Tokyo"
"2131.T","Accordia Golf Co Ltd","Unknown","Tokyo"
"8423.T","Accretive Co Ltd","Unknown","Tokyo"
"5142.T","Achilles Corp","Unknown","Tokyo"
"8572.T","Acom Co., Ltd.","Unknown","Tokyo"
"3823.T","Acrodea Inc.","Unknown","Tokyo"
"6064.T","Actcall Inc","Unknown","Tokyo"
"3279.T","Activia Properties Inc","Unknown","Tokyo"
"4589.T","Acucela Inc","Unknown","Tokyo"
"3837.T","Ad-Sol Nissin Corp.","Unknown","Tokyo"
"7778.T","AdMeTech Co Ltd","Unknown","Tokyo"
"2685.T","Adastria Co Ltd","Unknown","Tokyo"
"4401.T","Adeka Corp","Unknown","Tokyo"
"8170.T","Aderans Co Ltd","Unknown","Tokyo"
"4929.T","Adjuvant Cosme Japan Co Ltd","Unknown","Tokyo"
"4712.T","Adores Inc","Unknown","Tokyo"
"6668.T","Adtec Plasma Technology Co Ltd","Unknown","Tokyo"
"8798.T","Advance Create Co., Ltd.","Unknown","Tokyo"
"3269.T","Advance Residence Investment Corp","Unknown","Tokyo"
"3773.T","Advanced Media, Inc.","Unknown","Tokyo"
"8769.T","Advantage Risk Management Co., Ltd.","Unknown","Tokyo"
"6857.T","Advantest Corp","Unknown","Tokyo"
"6030.T","Adventure Inc","Unknown","Tokyo"
"2489.T","Adways Inc","Unknown","Tokyo"
"8267.T","Aeon Co Ltd","Unknown","Tokyo"
"9787.T","Aeon Delight Co Ltd","Unknown","Tokyo"
"4343.T","Aeon Fantasy Co Ltd","Unknown","Tokyo"
"8570.T","Aeon Financial Service Co Ltd","Unknown","Tokyo"
"7512.T","Aeon Hokkaido Corp","Unknown","Tokyo"
"2653.T","Aeon Kyushu Co Ltd","Unknown","Tokyo"
"3292.T","Aeon Reit Investment Corp","Unknown","Tokyo"
"3758.T","Aeria Inc.","Unknown","Tokyo"
"7853.T","Aget Inc","Unknown","Tokyo"
"9704.T","Agora Hospitalities Co Ltd","Unknown","Tokyo"
"4955.T","Agro-Kanesho Co., Ltd.","Unknown","Tokyo"
"3076.T","Ai Holdings Corporation","Unknown","Tokyo"
"4206.T","Aica Kogyo Co Ltd","Unknown","Tokyo"
"8527.T","Aichi Bank Ltd","Unknown","Tokyo"
"6345.T","Aichi Corp","Unknown","Tokyo"
"7263.T","Aichi Machine Industry Co Ltd","Unknown","Tokyo"
"5482.T","Aichi Steel Corp","Unknown","Tokyo"
"7723.T","Aichi Tokei Denki Co Ltd","Unknown","Tokyo"
"6118.T","Aida Engineering Ltd","Unknown","Tokyo"
"9854.T","Aigan Co Ltd","Unknown","Tokyo"
"3911.T","Aiming Inc","Unknown","Tokyo"
"7539.T","Ainavo Holdings Co Ltd","Unknown","Tokyo"
"4088.T","Air Water Inc","Unknown","Tokyo"
"6944.T","Airex Inc","Unknown","Tokyo"
"3170.T","Aisei Pharmacy Co Ltd","Unknown","Tokyo"
"2802.T","Ajinomoto Co Inc","Unknown","Tokyo"
"6022.T","Akasaka Diesels Ltd","Unknown","Tokyo"
"1997.T","Akatsuki Eazima Co., Ltd.","Unknown","Tokyo"
"8737.T","Akatsuki Financial Group Inc","Unknown","Tokyo"
"7238.T","Akebono Brake Industry Co Ltd","Unknown","Tokyo"
"1380.T","Akikawa Foods & Farms Co Ltd","Unknown","Tokyo"
"3906.T","Albert Inc","Unknown","Tokyo"
"2784.T","Alfresa Holdings Corporation","Unknown","Tokyo"
"2454.T","All About Inc","Unknown","Tokyo"
"6081.T","Allied Architects Inc","Unknown","Tokyo"
"7859.T","Almedio Inc","Unknown","Tokyo"
"3028.T","Alpen Co., Ltd.","Unknown","Tokyo"
"3434.T","Alpha Corp","Unknown","Tokyo"
"3322.T","Alpha Group Inc","Unknown","Tokyo"
"9467.T","AlphaPolis Co Ltd","Unknown","Tokyo"
"3814.T","Alphax Food System Co., Ltd.","Unknown","Tokyo"
"6816.T","Alpine Electronics Inc","Unknown","Tokyo"
"6770.T","Alps Electric Co Ltd","Unknown","Tokyo"
"9055.T","Alps Logistics Co Ltd","Unknown","Tokyo"
"3672.T","AltPlus Inc","Unknown","Tokyo"
"4641.T","Altech Corp","Unknown","Tokyo"
"6113.T","Amada Holdings Co Ltd","Unknown","Tokyo"
"2402.T","Amana inc","Unknown","Tokyo"
"6436.T","Amano Corp","Unknown","Tokyo"
"5952.T","Amatei Inc","Unknown","Tokyo"
"3300.T","Ambition Corp","Unknown","Tokyo"
"8685.T","American International Group Inc.","Unknown","Tokyo"
"4563.T","Anges MG Inc","Unknown","Tokyo"
"8715.T","Anicom Holdings Inc","Unknown","Tokyo"
"2830.T","Aohata Corp","Unknown","Tokyo"
"9607.T","Aoi Pro. Inc","Unknown","Tokyo"
"8214.T","Aoki Holdings Inc","Unknown","Tokyo"
"9977.T","Aoki Super Co., Ltd .","Unknown","Tokyo"
"8929.T","Aoyama Zaisan Networks Co Ltd","Unknown","Tokyo"
"8304.T","Aozora Bank Ltd","Unknown","Tokyo"
"8889.T","Apamanshop Holdings Co Ltd","Unknown","Tokyo"
"3727.T","Aplix IP Holdings Corp","Unknown","Tokyo"
"8589.T","Aplus Financial Co Ltd","Unknown","Tokyo"
"3020.T","Applied Co., Ltd.","Unknown","Tokyo"
"4968.T","Arakawa Chemical Industries Ltd","Unknown","Tokyo"
"7305.T","Araya Industrial Co Ltd","Unknown","Tokyo"
"6085.T","Architects Studio Japan Inc","Unknown","Tokyo"
"9842.T","Arcland Sakamoto Co Ltd","Unknown","Tokyo"
"9948.T","Arcs Co Ltd","Unknown","Tokyo"
"8925.T","Ardepro Co Ltd","Unknown","Tokyo"
"8912.T","Area Quest Inc.","Unknown","Tokyo"
"8914.T","Arealink Co., Ltd.","Unknown","Tokyo"
"2815.T","Ariake Japan Co Ltd","Unknown","Tokyo"
"3177.T","Arigatou Services Co Ltd","Unknown","Tokyo"
"5208.T","Arisawa Mfg. Co., Ltd.","Unknown","Tokyo"
"8895.T","Arnest One Corp","Unknown","Tokyo"
"3663.T","ArtSpark Holdings Inc","Unknown","Tokyo"
"2406.T","Arte Salon Holdings, Inc.","Unknown","Tokyo"
"2163.T","Artner Co Ltd","Unknown","Tokyo"
"6029.T","Artra Corp","Unknown","Tokyo"
"7476.T","As One Corp","Unknown","Tokyo"
"7872.T","As-me Estelle Co Ltd","Unknown","Tokyo"
"9311.T","Asagami Corp","Unknown","Tokyo"
"5268.T","Asahi Concrete Works Co., Ltd.","Unknown","Tokyo"
"6140.T","Asahi Diamond Industrial Co., Ltd.","Unknown","Tokyo"
"5201.T","Asahi Glass Co Ltd","Unknown","Tokyo"
"2502.T","Asahi Group Holdings Ltd","Unknown","Tokyo"
"5857.T","Asahi Holdings Inc","Unknown","Tokyo"
"9799.T","Asahi Intelligence Service Co Ltd","Unknown","Tokyo"
"7928.T","Asahi Kagaku Kogyo Co., Ltd.","Unknown","Tokyo"
"3407.T","Asahi Kasei Corp","Unknown","Tokyo"
"1975.T","Asahi Kogyosha Co Ltd","Unknown","Tokyo"
"3834.T","Asahi Net Inc","Unknown","Tokyo"
"4216.T","Asahi Organic Chemicals Industry Co Ltd","Unknown","Tokyo"
"5606.T","Asahi Tec Corp","Unknown","Tokyo"
"4623.T","Asahipen Corp","Unknown","Tokyo"
"5962.T","Asaka Industrial Co Ltd","Unknown","Tokyo"
"5724.T","Asaka Riken Co.,Ltd.","Unknown","Tokyo"
"6073.T","Asante Inc","Unknown","Tokyo"
"9747.T","Asatsu-DK Inc","Unknown","Tokyo"
"3264.T","Ascot Corp.","Unknown","Tokyo"
"9959.T","Aseed Holdings Co Ltd","Unknown","Tokyo"
"4288.T","Asgent, Inc.","Unknown","Tokyo"
"7167.T","Ashikaga Holdings Co Ltd","Unknown","Tokyo"
"3526.T","Ashimori Industry Co Ltd","Unknown","Tokyo"
"9233.T","Asia Air Survey Co Ltd","Unknown","Tokyo"
"9318.T","Asia Alliance Holdings Co Ltd","Unknown","Tokyo"
"1783.T","Asia Gate Holdings Co Ltd","Unknown","Tokyo"
"6993.T","Asia Growth Capital Ltd","Unknown","Tokyo"
"8946.T","Asian Star Co","Unknown","Tokyo"
"7936.T","Asics Corp","Unknown","Tokyo"
"9814.T","Asics Trading Co Ltd","Unknown","Tokyo"
"2654.T","Asmo Corp","Unknown","Tokyo"
"3069.T","Asrapport Dining Co., Ltd.","Unknown","Tokyo"
"4503.T","Astellas Pharma Inc","Unknown","Tokyo"
"2438.T","Asukanet Company,Limited","Unknown","Tokyo"
"1865.T","Asunaro Aoki Construction Co Ltd","Unknown","Tokyo"
"3662.T","Ateam Inc","Unknown","Tokyo"
"4241.T","Atect Corp","Unknown","Tokyo"
"7412.T","Atom Corp","Unknown","Tokyo"
"3529.T","Atsugi Co Ltd","Unknown","Tokyo"
"3583.T","AuBEX Corp","Unknown","Tokyo"
"3674.T","Aucfan Co Ltd","Unknown","Tokyo"
"9832.T","Autobacs Seven Co Ltd","Unknown","Tokyo"
"6918.T","Aval Data Corp","Unknown","Tokyo"
"5220.T","AvanStrate Inc.","Unknown","Tokyo"
"3836.T","Avant Corp","Unknown","Tokyo"
"7860.T","Avex Group Holdings Inc","Unknown","Tokyo"
"8388.T","Awa Bank Ltd","Unknown","Tokyo"
"3896.T","Awa Paper Mfg. Co Ltd","Unknown","Tokyo"
"3624.T","Axel Mark Inc","Unknown","Tokyo"
"8255.T","Axial Retailing Inc","Unknown","Tokyo"
"6845.T","Azbil Corp","Unknown","Tokyo"
"3161.T","Azearth Corp","Unknown","Tokyo"
"3293.T","Azuma House Co Ltd","Unknown","Tokyo"
"9380.T","Azuma Shipping Co., Ltd.","Unknown","Tokyo"
"3452.T","B-Lot Co Ltd","Unknown","Tokyo"
"2268.T","B-R 31 ICE CREAM CO., LTD.","Unknown","Tokyo"
"2738.T","BALS CORPORATION","Unknown","Tokyo"
"8301.T","BANK OF JAPAN","Unknown","Tokyo"
"3377.T","BIKE O & Co Ltd","Unknown","Tokyo"
"9791.T","BIKEN TECHNO CORPORATION","Unknown","Tokyo"
"1364.T","BLACKROCK JAPAN ISHARES JPX-NIKKEI 400 ETF","Unknown","Tokyo"
"4694.T","BML Inc","Unknown","Tokyo"
"2208.T","BOURBON CORPORATION","Unknown","Tokyo"
"5015.T","BP Castrol KK","Unknown","Tokyo"
"3352.T","BUFFALO CO.LTD.","Unknown","Tokyo"
"2464.T","BUSINESS BREAKTHROUGH, INC.","Unknown","Tokyo"
"7832.T","Bandai Namco Holdings Inc","Unknown","Tokyo"
"5195.T","Bando Chemical Industries Ltd","Unknown","Tokyo"
"8648.T","Bank of America Corporation","Unknown","Tokyo"
"8345.T","Bank of Iwate Ltd","Unknown","Tokyo"
"8416.T","Bank of Kochi Ltd","Unknown","Tokyo"
"8369.T","Bank of Kyoto Ltd","Unknown","Tokyo"
"8522.T","Bank of Nagoya Ltd","Unknown","Tokyo"
"8399.T","Bank of The Ryukyus, Limited.","Unknown","Tokyo"
"8365.T","Bank of Toyama Ltd","Unknown","Tokyo"
"8332.T","Bank of Yokohama Ltd","Unknown","Tokyo"
"3011.T","Banners Co Ltd","Unknown","Tokyo"
"4316.T","BeMap Inc.","Unknown","Tokyo"
"3180.T","Beauty Garage Inc","Unknown","Tokyo"
"3041.T","Beauty Kadan Co., Ltd.","Unknown","Tokyo"
"3328.T","Beenos Inc","Unknown","Tokyo"
"4734.T","Being Co Ltd","Unknown","Tokyo"
"9974.T","Belc CO., LTD.","Unknown","Tokyo"
"9441.T","Bell-Park Co., Ltd.","Unknown","Tokyo"
"9997.T","Belluna Co Ltd","Unknown","Tokyo"
"2412.T","Benefit One Inc.","Unknown","Tokyo"
"9783.T","Benesse Holdings Inc","Unknown","Tokyo"
"6027.T","Bengo4.com Inc","Unknown","Tokyo"
"1383.T","Berg Earth Co Ltd","Unknown","Tokyo"
"8175.T","Best Denki Co Ltd","Unknown","Tokyo"
"3048.T","Bic Camera Inc.","Unknown","Tokyo"
"3623.T","Billing System Corporation","Unknown","Tokyo"
"4517.T","Biofermin Pharmaceutical Co Ltd","Unknown","Tokyo"
"3811.T","Bit-isle Inc.","Unknown","Tokyo"
"8426.T","Blue Horizon Asset Management Co Ltd","Unknown","Tokyo"
"3313.T","Bookoff Corp Ltd","Unknown","Tokyo"
"2608.T","Boso Oil&Fat Co Ltd","Unknown","Tokyo"
"1726.T","Br. Holdings Corporation","Unknown","Tokyo"
"3655.T","BrainPad Inc","Unknown","Tokyo"
"5108.T","Bridgestone Corp","Unknown","Tokyo"
"3776.T","BroadBand Tower Inc.","Unknown","Tokyo"
"9408.T","Broadcasting System of Niigata Inc","Unknown","Tokyo"
"3673.T","Broadleaf Co Ltd","Unknown","Tokyo"
"4347.T","Broadmedia Corp","Unknown","Tokyo"
"2706.T","Broccoli Co Ltd","Unknown","Tokyo"
"3091.T","Bronco Billy Co Ltd","Unknown","Tokyo"
"6448.T","Brother Industries Ltd","Unknown","Tokyo"
"2804.T","Bull-Dog Sauce Co Ltd","Unknown","Tokyo"
"5930.T","Bunka Shutter Co Ltd","Unknown","Tokyo"
"9978.T","Bunkyodo Group Holdings Co Ltd","Unknown","Tokyo"
"9658.T","Business Brain Showa Ota Inc","Unknown","Tokyo"
"6633.T","C&G SYSTEMS INC.","Unknown","Tokyo"
"4926.T","C'BON COSMETICS Co Ltd","Unknown","Tokyo"
"3083.T","C's MEN Co., Ltd.","Unknown","Tokyo"
"4966.T","C.Uyemura & Co Ltd","Unknown","Tokyo"
"4725.T","CAC Holdings Corp","Unknown","Tokyo"
"2698.T","CAN DO CO., LTD.","Unknown","Tokyo"
"9697.T","CAPCOM CO., LTD.","Unknown","Tokyo"
"7297.T","CAR MATE MFG. CO., LTD.","Unknown","Tokyo"
"3760.T","CAVE Interactive CO LTD","Unknown","Tokyo"
"2664.T","CAWACHI LTD.","Unknown","Tokyo"
"6669.T","CCS Inc","Unknown","Tokyo"
"2487.T","CDG Co., Ltd.","Unknown","Tokyo"
"2169.T","CDS Co., Ltd.","Unknown","Tokyo"
"4320.T","CE Holdings Co Ltd","Unknown","Tokyo"
"2435.T","CEDAR Co., Ltd.","Unknown","Tokyo"
"3829.T","CELSYS, Inc.","Unknown","Tokyo"
"4801.T","CENTRAL SPORTS CO., LTD.","Unknown","Tokyo"
"9625.T","CERESPO CO., LTD.","Unknown","Tokyo"
"3141.T","CFS Corporation","Unknown","Tokyo"
"8185.T","CHIYODA CO., LTD.","Unknown","Tokyo"
"6366.T","CHIYODA CORPORATION","Unknown","Tokyo"
"6915.T","CHIYODA INTEGRE CO., LTD.","Unknown","Tokyo"
"5387.T","CHIYODA UTE CO., LTD.","Unknown","Tokyo"
"9624.T","CHODAI CO.,LTD.","Unknown","Tokyo"
"9822.T","CHRONICLE Corporation","Unknown","Tokyo"
"2053.T","CHUBUSHIRYO CO., LTD.","Unknown","Tokyo"
"2139.T","CHUCO Co., Ltd.","Unknown","Tokyo"
"1941.T","CHUDENKO CORPORATION","Unknown","Tokyo"
"4519.T","CHUGAI PHARMACEUTICAL CO., LTD.","Unknown","Tokyo"
"4617.T","CHUGOKU MARINE PAINTS, Ltd.","Unknown","Tokyo"
"5974.T","CHUGOKUKOGYO CO., LTD.","Unknown","Tokyo"
"1971.T","CHUO BUILD INDUSTRY CO., LTD.","Unknown","Tokyo"
"9852.T","CHUO BUSSAN CORPORATION","Unknown","Tokyo"
"8030.T","CHUO GYORUI Co., Ltd.","Unknown","Tokyo"
"5992.T","CHUO SPRING CO., LTD.","Unknown","Tokyo"
"9476.T","CHUOKEIZAI-SHA, INC.","Unknown","Tokyo"
"7638.T","CIMA Co., Ltd.","Unknown","Tokyo"
"6407.T","CKD Corp","Unknown","Tokyo"
"4705.T","CLIP Corporation","Unknown","Tokyo"
"4240.T","CLUSTER TECHNOLOGY CO., LTD.","Unknown","Tokyo"
"2185.T","CMC CORPORATION","Unknown","Tokyo"
"2309.T","CMIC Holdings Co Ltd","Unknown","Tokyo"
"6958.T","CMK Corp","Unknown","Tokyo"
"3599.T","CO-COS NOBUOKA CO., LTD.","Unknown","Tokyo"
"2579.T","COCA-COLA WEST CO LTD","Unknown","Tokyo"
"9943.T","COCO'S JAPAN CO., LTD.","Unknown","Tokyo"
"7945.T","COMANY INC NPV","Unknown","Tokyo"
"2224.T","COMO CO., LTD.","Unknown","Tokyo"
"1721.T","COMSYS Holdings Corporation","Unknown","Tokyo"
"9657.T","COMTEC INC.","Unknown","Tokyo"
"9895.T","CONSEC CORPORATION","Unknown","Tokyo"
"6639.T","CONTEC CO., LTD.","Unknown","Tokyo"
"2193.T","COOKPAD Inc","Unknown","Tokyo"
"2359.T","CORE CORPORATION","Unknown","Tokyo"
"5909.T","CORONA CORPORATION","Unknown","Tokyo"
"3386.T","COSMO BIO COMPANY, LIMITED","Unknown","Tokyo"
"8844.T","COSMOS INITIA Co., Ltd.","Unknown","Tokyo"
"4923.T","COTA CO.,LTD.","Unknown","Tokyo"
"9876.T","COX CO., LTD.","Unknown","Tokyo"
"3458.T","CRE Inc","Unknown","Tokyo"
"3024.T","CREATE CORPORATION","Unknown","Tokyo"
"5187.T","CREATE MEDIC CO.,LTD.","Unknown","Tokyo"
"4763.T","CREEK & RIVER Co., Ltd.","Unknown","Tokyo"
"9698.T","CREO CO., LTD.","Unknown","Tokyo"
"4674.T","CRESCO, LTD.","Unknown","Tokyo"
"3698.T","CRI Middleware Co Ltd","Unknown","Tokyo"
"4336.T","CRIE ANABUKI INC.","Unknown","Tokyo"
"2307.T","CROSS CAT CO., LTD.","Unknown","Tokyo"
"2776.T","CRYMSON Co., Ltd.","Unknown","Tokyo"
"2710.T","CS LOGINET INC.","Unknown","Tokyo"
"1576.T","CSOP FTSE CHINA A50 ETF","Unknown","Tokyo"
"2304.T","CSS HOLDINGS,LTD.","Unknown","Tokyo"
"9621.T","CTI Engineering Co., Ltd.","Unknown","Tokyo"
"4345.T","CTS Co., Ltd.","Unknown","Tokyo"
"2687.T","CVS Bay Area Inc.","Unknown","Tokyo"
"2228.T","CYBELE Co., Ltd.","Unknown","Tokyo"
"2229.T","Calbee Inc","Unknown","Tokyo"
"7248.T","Calsonic Kansei Corp","Unknown","Tokyo"
"4575.T","CanBas Co Ltd","Unknown","Tokyo"
"5819.T","Canare Electric Co., Ltd.","Unknown","Tokyo"
"7739.T","Canon Electronics Inc","Unknown","Tokyo"
"7751.T","Canon Inc","Unknown","Tokyo"
"8060.T","Canon Marketing Japan Inc","Unknown","Tokyo"
"7602.T","Carchs Holdings Co Ltd","Unknown","Tokyo"
"7855.T","Cardinal Co., Ltd.","Unknown","Tokyo"
"2425.T","Care Service Co., Ltd.","Unknown","Tokyo"
"2373.T","Care Twentyone Corp","Unknown","Tokyo"
"2150.T","CareNet, Inc.","Unknown","Tokyo"
"2410.T","Career Design Center Co Ltd","Unknown","Tokyo"
"6070.T","Careerlink Co Ltd","Unknown","Tokyo"
"4275.T","Carlit Holdings Co Ltd","Unknown","Tokyo"
"4572.T","Carna Biosciences, Inc.","Unknown","Tokyo"
"2155.T","Carview Corporation","Unknown","Tokyo"
"6952.T","Casio Computer Co Ltd","Unknown","Tokyo"
"2777.T","Cassina Ixc. Ltd","Unknown","Tokyo"
"7776.T","CellSeed Inc.","Unknown","Tokyo"
"4999.T","Cemedine Co Ltd","Unknown","Tokyo"
"8117.T","Central Automotive Products Ltd","Unknown","Tokyo"
"3238.T","Central General Development Co Ltd","Unknown","Tokyo"
"4044.T","Central Glass Co Ltd","Unknown","Tokyo"
"9022.T","Central Japan Railway Company","Unknown","Tokyo"
"9740.T","Central Security Patrols Co Ltd","Unknown","Tokyo"
"8898.T","Century 21 Real Estate of Japan Ltd","Unknown","Tokyo"
"8439.T","Century Tokyo Leasing Corporation","Unknown","Tokyo"
"3696.T","Ceres Inc","Unknown","Tokyo"
"9885.T","Charle Co Ltd","Unknown","Tokyo"
"6062.T","Charm Care Corp","Unknown","Tokyo"
"4960.T","Chemipro Kasei Kaisha Ltd","Unknown","Tokyo"
"8331.T","Chiba Bank Ltd","Unknown","Tokyo"
"9012.T","Chichibu Railway Co., Ltd.","Unknown","Tokyo"
"2164.T","Chiikishinbunsha Co Ltd","Unknown","Tokyo"
"3178.T","Chimney Co Ltd","Unknown","Tokyo"
"1412.T","China Boqi Envirn. Soltns. Tech. (Hldgs)","Unknown","Tokyo"
"1573.T","China H-share Bear -1x ETF","Unknown","Tokyo"
"1572.T","China H-share Bull 2x ETF","Unknown","Tokyo"
"1575.T","ChinaAMC CSI 300 Index ETF-JDR","Unknown","Tokyo"
"6850.T","Chino Corp","Unknown","Tokyo"
"4583.T","Chiome Bioscience Inc","Unknown","Tokyo"
"3343.T","Chip One Stop, Inc.","Unknown","Tokyo"
"5946.T","Chofu Seisakusho Co Ltd","Unknown","Tokyo"
"8014.T","Chori Co Ltd","Unknown","Tokyo"
"3075.T","Choushimaru Co Ltd","Unknown","Tokyo"
"9502.T","Chubu Electric Power Company,Incorporate","Unknown","Tokyo"
"3877.T","Chuetsu Pulp & Paper Co.,Ltd.","Unknown","Tokyo"
"1491.T","Chugai Mining Co Ltd","Unknown","Tokyo"
"1964.T","Chugai Ro Co., Ltd.","Unknown","Tokyo"
"8530.T","Chukyo Bank Ltd","Unknown","Tokyo"
"4558.T","Chukyoiyakuhin Co Ltd","Unknown","Tokyo"
"5566.T","Chuo Denki Kogyo Co., Ltd.","Unknown","Tokyo"
"7895.T","Chuo Kagaku Co Ltd","Unknown","Tokyo"
"9319.T","Chuo Warehouse Co., Ltd.","Unknown","Tokyo"
"7170.T","Chuou International Group Co Ltd","Unknown","Tokyo"
